Artistname;RecordTitle;RecordType;Year;SongTitle
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Come On In
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Ooh-Licky-Licky-Wah
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Frenzy
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Port Of Ghost Ships
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Raven
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Ooh-My Soul
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;I Had Too Much To Dream Last Night
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Rosemary's Baby
Deviled Ham;I Had Too Much To Dream Last Night;LP;1969;Alligator Wine
Devo;B Stiff;LP;1978;Mongoloid
Devo;B Stiff;LP;1978;(I Can't Get No) Satisfaction
Devo;B Stiff;LP;1978;Be Stiff
Devo;B Stiff;LP;1978;Sloopy (I Saw My Baby Getting)
Devo;B Stiff;LP;1978;Social Fools
Devo;B Stiff;LP;1978;Jocko Homo
Devo;Devo Live;LP;1981;Freedom Of Choice Theme Song
Devo;Devo Live;LP;1981;Gates Of Steel
Devo;Devo Live;LP;1981;Be Stiff
Devo;Devo Live;LP;1981;Planet Earth
Devo;Devo Live;LP;1981;Whip It
Devo;Devo Live;LP;1981;Girl U Want
Devo;Duty Now For The Future;LP;1979;Day My Baby Gave Me A Surprise
Devo;Duty Now For The Future;LP;1979;Triumph Of The Will
Devo;Duty Now For The Future;LP;1979;S.I.B. (Swelling Itching Brain)
Devo;Duty Now For The Future;LP;1979;Strange Pursuit
Devo;Duty Now For The Future;LP;1979;Blockhead
Devo;Duty Now For The Future;LP;1979;Wiggly World
Devo;Duty Now For The Future;LP;1979;Clockout
Devo;Duty Now For The Future;LP;1979;Devo Corporate Anthem
Devo;Duty Now For The Future;LP;1979;Red Eye Express
Devo;Duty Now For The Future;LP;1979;Smart Patrol/Mr. Dna
Devo;Duty Now For The Future;LP;1979;Secret Agent Man
Devo;Duty Now For The Future;LP;1979;Pink Pussycat
Devo;Duty Now For The Future;LP;1979;Timing X
Devo;Freedom Of Choice;LP;1980;That's Pep !
Devo;Freedom Of Choice;LP;1980;Girl U Want
Devo;Freedom Of Choice;LP;1980;It's Not Right
Devo;Freedom Of Choice;LP;1980;Whip It
Devo;Freedom Of Choice;LP;1980;Snowball
Devo;Freedom Of Choice;LP;1980;Ton O' Luv
Devo;Freedom Of Choice;LP;1980;Freedom Of Choice
Devo;Freedom Of Choice;LP;1980;Gates Of Steel
Devo;Freedom Of Choice;LP;1980;Don't You Know
Devo;Freedom Of Choice;LP;1980;Mr. B's Ballroom
Devo;Freedom Of Choice;LP;1980;Planet Earth
Devo;Freedom Of Choice;LP;1980;Cold War
Devo;Hardcore Devo Vol.1;CD;1990;Uglatto
Devo;Hardcore Devo Vol.1;CD;1990;Mongoloid
Devo;Hardcore Devo Vol.1;CD;1990;Stop Look And Listen
Devo;Hardcore Devo Vol.1;CD;1990;Mechanical man
Devo;Hardcore Devo Vol.1;CD;1990;I'm A Potato
Devo;Hardcore Devo Vol.1;CD;1990;Midget
Devo;Hardcore Devo Vol.1;CD;1990;Buttered Beauties
Devo;Hardcore Devo Vol.1;CD;1990;Golden Energy
Devo;Hardcore Devo Vol.1;CD;1990;Jocko Homo
Devo;Hardcore Devo Vol.1;CD;1990;Satisfaction
Devo;Hardcore Devo Vol.1;CD;1990;Soo Bawls
Devo;Hardcore Devo Vol.1;CD;1990;Social Fools
Devo;Hardcore Devo Vol.1;CD;1990;Space Girl Blues
Devo;Hardcore Devo Vol.1;CD;1990;Auto Modown
Devo;Hardcore Devo Vol.1;CD;1990;Ono
Devo;Hardcore Devo Vol.2;CD;1991;U Got Me Bugged
Devo;Hardcore Devo Vol.2;CD;1991;Dogs Of Democracy
Devo;Hardcore Devo Vol.2;CD;1991;Can You Take It?
Devo;Hardcore Devo Vol.2;CD;1991;Bamboo Bimbo
Devo;Hardcore Devo Vol.2;CD;1991;A Plan For U
Devo;Hardcore Devo Vol.2;CD;1991;Rope Song
Devo;Hardcore Devo Vol.2;CD;1991;Goo Goo Itch
Devo;Hardcore Devo Vol.2;CD;1991;Be Stiff
Devo;Hardcore Devo Vol.2;CD;1991;All Of Us
Devo;Hardcore Devo Vol.2;CD;1991;Booji Boy's Funeral
Devo;Hardcore Devo Vol.2;CD;1991;Fraulein
Devo;Hardcore Devo Vol.2;CD;1991;Chango
Devo;Hardcore Devo Vol.2;CD;1991;37
Devo;Hardcore Devo Vol.2;CD;1991;Bottled up
Devo;Hardcore Devo Vol.2;CD;1991;Working In A Coalmine
Devo;Hardcore Devo Vol.2;CD;1991;I Been Refused
Devo;Hardcore Devo Vol.2;CD;1991;Fountain Of Filth
Devo;Hardcore Devo Vol.2;CD;1991;Clockout
Devo;Hardcore Devo Vol.2;CD;1991;Let's Go
Devo;Hardcore Devo Vol.2;CD;1991;Baby Talkin' Bitches
Devo;Hardcore Devo Vol.2;CD;1991;I Need A Chick
Devo;New Traditionalists;LP;1981;Pity You
Devo;New Traditionalists;LP;1981;Super Thing
Devo;New Traditionalists;LP;1981;Through Being Cool
Devo;New Traditionalists;LP;1981;Beautiful World
Devo;New Traditionalists;LP;1981;Love Without Anger
Devo;New Traditionalists;LP;1981;Race Of Doom
Devo;New Traditionalists;LP;1981;Going Under
Devo;New Traditionalists;LP;1981;Soft Things
Devo;New Traditionalists;LP;1981;Jerkin' Back 'n' Forth
Devo;New Traditionalists;LP;1981;Enough Said
Devo;Now It Can Be Told;LP;1989;Going Under
Devo;Now It Can Be Told;LP;1989;Baby Doll
Devo;Now It Can Be Told;LP;1989;Jocko Homo
Devo;Now It Can Be Told;LP;1989;It Doesn't Matter To Me
Devo;Now It Can Be Told;LP;1989;Working In A Coal Mine
Devo;Now It Can Be Told;LP;1989;Happy Guy
Devo;Now It Can Be Told;LP;1989;That's Good
Devo;Now It Can Be Told;LP;1989;Whip It
Devo;Now It Can Be Told;LP;1989;(I Can't Get No) Satisfaction
Devo;Now It Can Be Told;LP;1989;Uncontrollabe Urge
Devo;Now It Can Be Told;LP;1989;Gut Feeling
Devo;Now It Can Be Told;LP;1989;Gates Of Steel
Devo;Now It Can Be Told;LP;1989;Shout
Devo;Now It Can Be Told;LP;1989;Disco Dancer
Devo;Now It Can Be Told;LP;1989;Girl U Want
Devo;Now It Can Be Told;LP;1989;Jerkin' Back And Forth
Devo;Oh, No! It's Devo;LP;1982;Deep Sleep
Devo;Oh, No! It's Devo;LP;1982;Out Of Sync
Devo;Oh, No! It's Devo;LP;1982;Patterns
Devo;Oh, No! It's Devo;LP;1982;What I Must Do
Devo;Oh, No! It's Devo;LP;1982;I Desire
Devo;Oh, No! It's Devo;LP;1982;Explosions
Devo;Oh, No! It's Devo;LP;1982;Time Out For Fun
Devo;Oh, No! It's Devo;LP;1982;Speed Racer
Devo;Oh, No! It's Devo;LP;1982;Big Mess
Devo;Oh, No! It's Devo;LP;1982;Peek-a-Boo
Devo;Oh, No! It's Devo;LP;1982;That's Good
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Too Much Paranoias
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Shrivel Up
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Sloppy (I Saw My Baby Gettin')
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Come Back Jonee
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Gut Feeling
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Jocko Homo
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Mongoloid
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Space Junk
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Praying Hands
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Satisfaction (I Can't Get Me No)
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Uncontrollable Urge
Devo;Q:Are We Not Men? A:We Are Devo!;LP;1978;Slap Your Mammy
Devo;Workforce To The World - Live On Site;LP;1978;Too Much Paranoias
Devo;Workforce To The World - Live On Site;LP;1978;Fanfare
Devo;Workforce To The World - Live On Site;LP;1978;Words Get Stuck My Throat
Devo;Workforce To The World - Live On Site;LP;1978;Gut Feeling
Devo;Workforce To The World - Live On Site;LP;1978;Mr DNA
Devo;Workforce To The World - Live On Site;LP;1978;Smart Patrol
Devo;Workforce To The World - Live On Site;LP;1978;Uncontrollable Urge
Devo;Workforce To The World - Live On Site;LP;1978;Praying Hands
Devo;Workforce To The World - Live On Site;LP;1978;Blockheads
Devo;Workforce To The World - Live On Site;LP;1978;Come On Johnny
Dexy's Midnight Runners;Jackie Wilson Said (7");Single;1982;Let's Make This Precious
Dexy's Midnight Runners;Jackie Wilson Said (7");Single;1982;Jackie Wilson Said
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Geno
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Burn It Down
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Tell Me When My Light Turns Green
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Love Part One
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;I'm Just Looking
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;There, There, My Dear
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Keep It
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Thankfully Not Living In Yorkshire It Doesn't Apply
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;I Couldn't Help If I Tried
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Seven Days Too Long
Dexy's Midnight Runners;Searching For The Young Soul Rebels;LP;1980;Teams That Meet In Caffs
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Plan B
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Come On Eileen
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Liars A To E
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Jackie Wilson Said (I'm In Heaven When You Smile)
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;All In All (This One Last Wild Waltz)
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Let's Make This Precious
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;I'll Show You
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Old
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Until I Believe In My Soul
Dexy's Midnight Runners;Too-Rye-Ay;LP;1982;Celtic Soul Brothers
Dickies;Dawn Of The Dickies;LP;1979;I'm A Chollo
Dickies;Dawn Of The Dickies;LP;1979;Attack Of The Mole Men
Dickies;Dawn Of The Dickies;LP;1979;I've Got A Splitting Hedachi
Dickies;Dawn Of The Dickies;LP;1979;Nights In White Satin
Dickies;Dawn Of The Dickies;LP;1979;Infidel Zombie
Dickies;Dawn Of The Dickies;LP;1979;Manny,Moe And Jack
Dickies;Dawn Of The Dickies;LP;1979;Fan Mail
Dickies;Dawn Of The Dickies;LP;1979;Where Did His Eye Go?
Dickies;Dawn Of The Dickies;LP;1979;(I'm Stuck In A Pagoda With) Tricia Toyota
Dickies;Dawn Of The Dickies;LP;1979;She Loves Me Not
Dickies;Locked'n'Loaded - Live In London;LP;1991;Cross-Eyed Tammy
Dickies;Locked'n'Loaded - Live In London;LP;1991;Communication Breakdown
Dickies;Locked'n'Loaded - Live In London;LP;1991;Banana Splits
Dickies;Locked'n'Loaded - Live In London;LP;1991;Fan Mail
Dickies;Locked'n'Loaded - Live In London;LP;1991;Manny,Moe & Jack
Dickies;Locked'n'Loaded - Live In London;LP;1991;If Stuart Could Talk
Dickies;Locked'n'Loaded - Live In London;LP;1991;She's A Hunch Back
Dickies;Locked'n'Loaded - Live In London;LP;1991;Going Homo
Dickies;Locked'n'Loaded - Live In London;LP;1991;Gigantor
Dickies;Locked'n'Loaded - Live In London;LP;1991;Paranoid
Dickies;Locked'n'Loaded - Live In London;LP;1991;Nights In White Satin
Dickies;Locked'n'Loaded - Live In London;LP;1991;Just Say Yes
Dickies;Locked'n'Loaded - Live In London;LP;1991;Eve Of Destruction
Dickies;Locked'n'Loaded - Live In London;LP;1991;(Stuck In A Pagoda) With Tricia Toyota
Dickies;Locked'n'Loaded - Live In London;LP;1991;Curb Job
Dickies;Locked'n'Loaded - Live In London;LP;1991;Attack Of The Killer Clowns From Outer Space
Dickies;Locked'n'Loaded - Live In London;LP;1991;You Drive Me Ape (You Big Gorilla)
Dickies;Locked'n'Loaded - Live In London;LP;1991;Pretty Please Me
Dictators;Go Girl Crazy!;CD;1975;California Sun
Dictators;Go Girl Crazy!;CD;1975;Next Big Thing
Dictators;Go Girl Crazy!;CD;1975;I Got You Babe
Dictators;Go Girl Crazy!;CD;1975;Back To Africa
Dictators;Go Girl Crazy!;CD;1975;Teengenerate
Dictators;Go Girl Crazy!;CD;1975;Two Tub Man
Dictators;Go Girl Crazy!;CD;1975;Weekend
Dictators;Go Girl Crazy!;CD;1975;(I Live For) Cars And Girls
Dictators;Go Girl Crazy!;CD;1975;Master Race Rock
Dictators;Manifest Destiny;LP;1977;Sleepin' With The TV On
Dictators;Manifest Destiny;LP;1977;Heartache
Dictators;Manifest Destiny;LP;1977;Search & Destroy
Dictators;Manifest Destiny;LP;1977;Hey Boys
Dictators;Manifest Destiny;LP;1977;Steppin' Out
Dictators;Manifest Destiny;LP;1977;Science Gone Too Far
Dictators;Manifest Destiny;LP;1977;Exposed
Dictators;Manifest Destiny;LP;1977;Young,Fast,Scientific
Dictators;Manifest Destiny;LP;1977;Disease
Didjits;Full Nelson Reilly;LP;1991;House On Haunted Hill
Didjits;Full Nelson Reilly;LP;1991;Lou Reed
Didjits;Full Nelson Reilly;LP;1991;Freak Show
Didjits;Full Nelson Reilly;LP;1991;Little White Trash
Didjits;Full Nelson Reilly;LP;1991;Mr. DNA
Didjits;Full Nelson Reilly;LP;1991;Weird Waxed And Wired
Didjits;Full Nelson Reilly;LP;1991;Headless
Didjits;Full Nelson Reilly;LP;1991;Pot Thief
Didjits;Full Nelson Reilly;LP;1991;Who's Ready To Get High
Didjits;Full Nelson Reilly;LP;1991;Top Fuel
Didjits;Full Nelson Reilly;LP;1991;Eat The Roach
Died Pretty;Lost;LP;1988;One Day
Died Pretty;Lost;LP;1988;Lost
Died Pretty;Lost;LP;1988;Out Of My Hands
Died Pretty;Lost;LP;1988;As Must Have
Died Pretty;Lost;LP;1988;Springenfall
Died Pretty;Lost;LP;1988;Winterland
Died Pretty;Lost;LP;1988;Towers Of Strength
Died Pretty;Lost;LP;1988;Crawls Away
Died Pretty;Lost;LP;1988;Free Dirt
Died Pretty;Lost;LP;1988;Caesar's Cold
Died Pretty;Next To Nothing (12");EP;1985;Plaining Days
Died Pretty;Next To Nothing (12");EP;1985;Desperate Hours
Died Pretty;Next To Nothing (12");EP;1985;Final Twist
Died Pretty;Next To Nothing (12");EP;1985;Ambergris
Dimple Minds;Volle Kelle Live;LP;1990;Nonnentanz
Dimple Minds;Volle Kelle Live;LP;1990;Intro (The Number Of Erwin)
Dimple Minds;Volle Kelle Live;LP;1990;Alkoholiker
Dimple Minds;Volle Kelle Live;LP;1990;Deutsche Gemütlichkeit
Dimple Minds;Volle Kelle Live;LP;1990;Trinker An Die Macht
Dimple Minds;Volle Kelle Live;LP;1990;Feuer & Eis
Dimple Minds;Volle Kelle Live;LP;1990;Gummi & Leder
Dimple Minds;Volle Kelle Live;LP;1990;Ausser Rand & Band
Dimple Minds;Volle Kelle Live;LP;1990;Hausfrau
Dimple Minds;Volle Kelle Live;LP;1990;Böse Buben
Dimple Minds;Volle Kelle Live;LP;1990;Halb Mensch, Halb Tier
Dimple Minds;Volle Kelle Live;LP;1990;Blau Auf'm Bau
Din-A-4;Videospiele;LP;1982;LMAA
Din-A-4;Videospiele;LP;1982;Karussell
Din-A-4;Videospiele;LP;1982;Licht
Din-A-4;Videospiele;LP;1982;Ab Geht's
Din-A-4;Videospiele;LP;1982;Grossstadtstrassen
Din-A-4;Videospiele;LP;1982;Der Automat
Din-A-4;Videospiele;LP;1982;Propeller
Din-A-4;Videospiele;LP;1982;Chauvi
Din-A-4;Videospiele;LP;1982;Gewissen
Din-A-4;Videospiele;LP;1982;Astrein
Din-A-4;Videospiele;LP;1982;Videospiele
Din-A-4;Videospiele;LP;1982;Zug
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Tight Pants
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Person part 1
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Satisfactory
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Lasst Uns Singen
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Die Siebziger/The Seventies (Remix)
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Person part 2
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Call Of Lust
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;No Satisfaction
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;She's So Nice (Remix)
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Urwald Liebe/Djungle Love (Remix)
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Harrakiry Mon Amour
Din-A-Testbild;TV Junk And New Beat Funk;CD;1989;Naked Beach
Dinosaur Jr.;The Wagon (12");EP;1991;Little Baby
Dinosaur Jr.;The Wagon (12");EP;1991;Pebbles + Weeds
Dinosaur Jr.;The Wagon (12");EP;1991;Wagon
Dinosaur Jr.;The Wagon (12");EP;1991;Quicksand (Wagon Reprise)
Dio;Holy Diver;LP;1983;Straight Through The Heart
Dio;Holy Diver;LP;1983;Shame On The Night
Dio;Holy Diver;LP;1983;Invisible
Dio;Holy Diver;LP;1983;Stand Up And Shout
Dio;Holy Diver;LP;1983;Don't Talk To Strangers
Dio;Holy Diver;LP;1983;Caught In The Middle
Dio;Holy Diver;LP;1983;Gypsy
Dio;Holy Diver;LP;1983;Holy Diver
Dio;Holy Diver;LP;1983;Rainbow In The Dark
Dion And The Belmonts;Alone With Dion;LP;1960;Lonely Teenager
Dion And The Belmonts;Alone With Dion;LP;1960;After The Dance
Dion And The Belmonts;Alone With Dion;LP;1960;P.S. I Love You
Dion And The Belmonts;Alone With Dion;LP;1960;Save The Last Dance For me
Dion And The Belmonts;Alone With Dion;LP;1960;Little Miss Blue
Dion And The Belmonts;Alone With Dion;LP;1960;Havin' Fun
Dion And The Belmonts;Alone With Dion;LP;1960;North East End Of The Corner
Dion And The Belmonts;Alone With Dion;LP;1960;One For My Baby
Dion And The Belmonts;Alone With Dion;LP;1960;I'll Be Tired Of You
Dion And The Belmonts;Alone With Dion;LP;1960;My One And Only Love
Dion And The Belmonts;Alone With Dion;LP;1960;Close Your Eyes
Dion And The Belmonts;Alone With Dion;LP;1960;Fools Rush In
Dion And The Belmonts;Alone With Dion;LP;1960;Kissin' Game
Dion And The Belmonts;Alone With Dion;LP;1960;Heaven Help Me
Dire Straits;Brothers In Arms;LP;1985;Why Worry
Dire Straits;Brothers In Arms;LP;1985;Walk Of Life
Dire Straits;Brothers In Arms;LP;1985;Your Latest Trick
Dire Straits;Brothers In Arms;LP;1985;So Far Away
Dire Straits;Brothers In Arms;LP;1985;Money For Nothing
Dire Straits;Brothers In Arms;LP;1985;Man's Too Strong
Dire Straits;Brothers In Arms;LP;1985;Brothers In Arms
Dire Straits;Brothers In Arms;LP;1985;Ride Across The River
Dire Straits;Brothers In Arms;LP;1985;One World
Dire Straits;Dire Straits;LP;1978;Down To The Waterline
Dire Straits;Dire Straits;LP;1978;Water Of Love
Dire Straits;Dire Straits;LP;1978;Setting me Up
Dire Straits;Dire Straits;LP;1978;Six Blade Knife
Dire Straits;Dire Straits;LP;1978;Southbound Again
Dire Straits;Dire Straits;LP;1978;Sultans Of Swing
Dire Straits;Dire Straits;LP;1978;In The Gallery
Dire Straits;Dire Straits;LP;1978;Wild West End
Dire Straits;Dire Straits;LP;1978;Lions
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Nightmare Continues
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Blood Runs Red
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;End
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Free Speech For The Dumb
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Hear Nothing See Nothing Say Nothing
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Q: And Children? A: And Children
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Possibility Of Life's Destruction
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Cries Of Help
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;A Hell On Earth
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Meanwhile
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Drunk With Power
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;I Won't Subscribe
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Final Blood Bath
Discharge;Hear Nothing See Nothing Say Nothing;LP;1982;Protest And Survive
Divine;I'm So Beautiful (7");Single;1984;I'm So Beautiful
Divine;I'm So Beautiful (7");Single;1984;Show Me Around
Divine;Love Reaction (7");Single;1983;Love Reaction (Instrumental)
Divine;Love Reaction (7");Single;1983;Love Reaction
Divine;Shoot Your Shot (12");EP;1982;Shoot Your Shot
Divine;Shoot Your Shot (12");EP;1982;Native Love (Step By Step)
Divine;The Story So Far ...;LP;1984;Love Reaction
Divine;The Story So Far ...;LP;1984;Jungle Jezebel
Divine;The Story So Far ...;LP;1984;Alphabet Rap
Divine;The Story So Far ...;LP;1984;Shake It Up
Divine;The Story So Far ...;LP;1984;You Think You're A Man
Divine;The Story So Far ...;LP;1984;Native Love
Divine;The Story So Far ...;LP;1984;I'm So Beautiful
Divine;The Story So Far ...;LP;1984;Shoot You're Shot
Divine;You Think You're A Man (7");Single;1984;You Think You're A Man
Divine;You Think You're A Man (7");Single;1984;Give It Up
Divinyls;What A Life !;LP;1985;Guilliotine Day
Divinyls;What A Life !;LP;1985;Don't You Go Walking
Divinyls;What A Life !;LP;1985;In My Life
Divinyls;What A Life !;LP;1985;Pleasure & Pain
Divinyls;What A Life !;LP;1985;Dear Diary
Divinyls;What A Life !;LP;1985;Good Die Young
Divinyls;What A Life !;LP;1985;Sleeping Beauty
Divinyls;What A Life !;LP;1985;Motion
Divinyls;What A Life !;LP;1985;Heart Telegraph
Divinyls;What A Life !;LP;1985;Casual Encounter
Doctor & The Medics;Burn (12");EP;1986;Paranoid (Live)
Doctor & The Medics;Burn (12");EP;1986;Burn
Doctor & The Medics;Burn (12");EP;1986;Captain Frazier
Doctor & The Medics;Burn (12");EP;1986;Love Peace And Bananas (Studio Version)
Doctor Mix And The Remix;Wall Of Noise;LP;1981;Out Of Question
Doctor Mix And The Remix;Wall Of Noise;LP;1981;I Can't Control Myself
Doctor Mix And The Remix;Wall Of Noise;LP;1981;Supermen
Doctor Mix And The Remix;Wall Of Noise;LP;1981;Sister Ray
Doctor Mix And The Remix;Wall Of Noise;LP;1981;No Fun
Doctor Mix And The Remix;Wall Of Noise;LP;1981;Grey Lagoons
Doctor Mix And The Remix;Wall Of Noise;LP;1981;Six Dreams
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Billy Watch Out
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;B-Movie Bedtime
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Noises Of The Evening
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;I Think We're Alone
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Mitzi's Cure
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Afterglow
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Waiting
Doctors Of Madness;Late Night Movies, All Night Brainstorms;LP;1976;Mainlines
Doctors Of Madness;Sons Of Survival;LP;1978;No Limits
Doctors Of Madness;Sons Of Survival;LP;1978;Network
Doctors Of Madness;Sons Of Survival;LP;1978;Kiss Goodbye Tomorrow
Doctors Of Madness;Sons Of Survival;LP;1978;Back From The Dead
Doctors Of Madness;Sons Of Survival;LP;1978;Bulletin
Doctors Of Madness;Sons Of Survival;LP;1978;Triple Vision
Doctors Of Madness;Sons Of Survival;LP;1978;50's Kids
Doctors Of Madness;Sons Of Survival;LP;1978;Into The Strange
Doctors Of Madness;Sons Of Survival;LP;1978;Sons Of Survival
Doctors Of Madness;Sons Of Survival;LP;1978;Cool (Live)
DÖF;Codo (7");Single;1983;Codo
DÖF;Codo (7");Single;1983;Rein Gar Nix
DÖF;DÖF;LP;1983;In Der Tierhandlung, 2.Folge
DÖF;DÖF;LP;1983;Codo
DÖF;DÖF;LP;1983;Taxi
DÖF;DÖF;LP;1983;Trude
DÖF;DÖF;LP;1983;L. Hirschinger
DÖF;DÖF;LP;1983;In Der Tierhandlung, 3.Folge
DÖF;DÖF;LP;1983;Josef
DÖF;DÖF;LP;1983;Arbeiter
DÖF;DÖF;LP;1983;Anka
DÖF;DÖF;LP;1983;In Der Tierhandlung, 1.Folge
DÖF;DÖF;LP;1983;DÖF
DÖF;DÖF;LP;1983;Arafat
DÖF;DÖF;LP;1983;Deutsches Mädel
DÖF;DÖF;LP;1983;Love Me
Don Henley;I Can't Stand Still;LP;1982;Nobody's Business
Don Henley;I Can't Stand Still;LP;1982;I Can't Stand Still
Don Henley;I Can't Stand Still;LP;1982;Long Way Home
Don Henley;I Can't Stand Still;LP;1982;Talking To The Moon
Don Henley;I Can't Stand Still;LP;1982;Dirty Laundry
Don Henley;I Can't Stand Still;LP;1982;Johnny Can't Read
Don Henley;I Can't Stand Still;LP;1982;Them And Us
Don Henley;I Can't Stand Still;LP;1982;La Eile
Don Henley;I Can't Stand Still;LP;1982;Lilah
Don Henley;I Can't Stand Still;LP;1982;Unclouded Day
Don Henley;I Can't Stand Still;LP;1982;You Better Hang up
Donna Summer;Greatest Hits;LP;1977;I Feel Love
Donna Summer;Greatest Hits;LP;1977;Could It Be Magic
Donna Summer;Greatest Hits;LP;1977;Love To Love You - part 1
Donna Summer;Greatest Hits;LP;1977;I Remember Yesterday
Donna Summer;Greatest Hits;LP;1977;Winter Melody
Donna Summer;Greatest Hits;LP;1977;Try Me, I Know We Can Make It
Donna Summer;Greatest Hits;LP;1977;Virgin Mary
Donna Summer;Greatest Hits;LP;1977;Spring Affair
Donna Summer;Greatest Hits;LP;1977;Hostage
Donna Summer;Greatest Hits;LP;1977;Lady Of The Night
Donna Summer;Hot Stuff (7");Single;1979;Journey To The Centre Of Your Heart
Donna Summer;Hot Stuff (7");Single;1979;Hot Stuff
Donna Summer;I Feel Love (7");Single;1977;Can't We Just Sit Down
Donna Summer;I Feel Love (7");Single;1977;I Feel Love
Doors;Star Collection;LP;1973;Waiting For The Sun
Doors;Star Collection;LP;1973;Wishful Sinful
Doors;Star Collection;LP;1973;Peace Frog
Doors;Star Collection;LP;1973;Land Ho
Doors;Star Collection;LP;1973;Back Door Man
Doors;Star Collection;LP;1973;Maggy M'Gill
Doors;Star Collection;LP;1973;Light My Fire
Doors;Star Collection;LP;1973;Unhappy Girl
Doors;Star Collection;LP;1973;Roadhouse Blues
Doors;Star Collection;LP;1973;My Wild Love
Doors;Weird Scenes Inside The Gold Mine;LP;1972;Love Her Madly
Doors;Weird Scenes Inside The Gold Mine;LP;1972;End
Doors;Weird Scenes Inside The Gold Mine;LP;1972;Riders On The Storm
